Reference, Value, Footprint, Datasheet, MFG Name, MFG Part Num, Distrib PN, Distrib Link, Tolerance, Others
U407,PAM2841,dvk-mx8m-bsb:PAM2841GR,https://www.diodes.com/assets/Datasheets/PAM2841.pdf,Diodes Inc,PAM2841GR,621-PAM2841GR,https://www.mouser.com/ProductDetail/Diodes-Incorporated/PAM2841GR?qs=sGAEpiMZZMsE420DPIasPhwbUD6mTFil6SfLDlfAyjU%3d,-,https://www.digikey.com/products/en/integrated-circuits-ics/pmic-led-drivers/745?FV=c003f1%2Cc003f2%2Cc003f3%2Cc003f4%2Cc003f5%2Cc00402%2Cc00403%2Cc0040d%2Cc0040e%2Cc00414%2Cc0041d%2Cc0042e%2Cc0042f%2Cc0047a%2Cc0065f%2Cc00686%2Cc0068d%2Cc00727%2Cc0077b%2Cc00014%2Cc007eb%2Cc007f0%2Cc007f2%2Cc00017%2Cc00c4f%2Cc00d1c%2Cc00f80%2Cc00f90%2Cc00f91%2Cc00f94%2Cc00f9c%2Cc00004%2Cc00fa2%2Cc00fab%2Cc00fae%2Cc00faf%2Cc00fb0%2Cc00fb1%2Cc00fb3%2Cc00fb7%2Cc00fbe%2Cc001b3%2Cc01121%2Cc01124%2Cc011f3%2Cc01214%2Cc0146c%2Cc0146f%2Cc0161b%2Cc0162e%2Cc0163d%2Cc0164c%2Cc016b0%2Cc0170a%2Cc0174f%2Cc017de%2Cc017df%2Cc01806%2Cc01841%2Cc01845%2Cc01868%2Cc018a0%2Cc01923%2Cc0192b%2Cc0196f%2Cc01970%2Cc01971%2Cc01992%2Cc01a44%2Cc01a45%2Cc01a49%2Cc01a4a%2Cc01a4b%2Cc01a4c%2Cc01a4d%2Cc01a4e%2Cc01a4f%2Cc01a9e%2Cc01b1f%2Cc01be6%2Cc01bfe%2Cc01c37%2Cc01c60%2Cc002fa%2Cc0036c%2Cc0036f%2Cc00370%2Cc00371%2Cc00372%2Cc00373%2Cc00379%2Cc0037a%2Cc0037d%2Cc00390%2Cc00393%2Cc00394%2Cc00399%2C15c0002%2C2dc1e9f%2C7b80001%2C7b8000c%2C7b80010%2C7b80018%2C7b80035%2C7b80037%2C7b80038%2C7b80039%2C7b80281%2C7b80286%2C7b80288%2C7b80289%2C7b8028a%2C7b8028d%2C7b80290%2C7b80292%2C7b80293%2C7b80294%2C7b80295%2C7b80296%2C7b80297%2C7b80298%2C7b8029a%2C7b80043%2C7b802a1%2C7b802a2%2C7b802a5%2C7b802a6%2C7b802b7%2C7b802b8%2C7b802bb%2C7b802c9%2C7b802d9%2C7b802da%2C7b802db%2C7b802de%2C7b802e7%2C7b802e8%2C7b802e9%2C7b802f4%2C7b802f6%2C7b802fc%2C7b80308%2C7b80329%2C112800df%2C1128015c%2C112801a2%2C112801a4%2C112801ba%2C11280006%2C1f140000%2Cffe002e9&quantity=0&ColumnSort=1000011&page=1&pageSize=500
U1602,PAM8301,dvk-mx8m-bsb:PAM8301,https://www.diodes.com/assets/Datasheets/PAM8301.pdf,Diodes Inc,PAM8301AAF,PAM8301AAFDICT-ND,https://www.digikey.com/product-detail/en/diodes-incorporated/PAM8301AAF/PAM8301AAFDICT-ND/8283873,-,https://www.digikey.com/products/en/integrated-circuits-ics/linear-amplifiers-audio/742?FV=ffe002e6%2C2dc0719%2C1f140000&quantity=&ColumnSort=1000011&page=1&pageSize=500
U205,PCMF2HDMI2SZ,dvk-mx8m-bsb:PCMF2HDMI2S,https://assets.nexperia.com/documents/data-sheet/PCMFXHDMI2S_SER.pdf,,,,,,
U1902,PCMF2HDMI2SZ,dvk-mx8m-bsb:PCMF2HDMI2S,https://assets.nexperia.com/documents/data-sheet/PCMFXHDMI2S_SER.pdf,,,,,,
U204,PCMF3HDMI2SZ,dvk-mx8m-bsb:PCMF3HDMI2S,https://assets.nexperia.com/documents/data-sheet/PCMFXHDMI2S_SER.pdf,,,,,,
U1901,PCMF3HDMI2SZ,dvk-mx8m-bsb:PCMF3HDMI2S,https://assets.nexperia.com/documents/data-sheet/PCMFXHDMI2S_SER.pdf,,,,,,
U202,PTN36043BXY,dvk-mx8m-bsb:PTN36043,https://www.nxp.com/docs/en/data-sheet/PTN36043.pdf,,,,,,
U201,PTN5110HQZ,dvk-mx8m-bsb:PTN5110,https://www.nxp.com/docs/en/data-sheet/PTN5110_SDS.pdf,,,,,,
U401,RT8070,dvk-mx8m-bsb:RT8070,https://www.richtek.com/assets/product_file/RT8070/DS8070-08.pdf,Richtek,RT8070ZSP,1028-1109-1-ND,https://www.digikey.com/product-detail/en/richtek-usa-inc/RT8070ZSP/1028-1109-1-ND/3078112,-,https://octopart.com/search?q=RT8070&start=0
U601,RV-4162-C7,dvk-mx8m-bsb:RV-4162-C7,http://www.microcrystal.com/images/_Product-Documentation/02_Oscillator_&_RTC_Modules/01_Datasheet/RV-4162-C7.pdf,Micro Crystal,RV-4162-C7,428-200007-MG01,https://www.mouser.com/ProductDetail/Micro-Crystal/RV-4162-C7-32768kHz-20PPM-TA-QC?qs=sGAEpiMZZMtpeOq%2f1QMb1cjExEQOv3UjUIQN3bihTa4%3d,-,https://www.digikey.com/product-detail/en/intersil/ISL12057IUZ/ISL12057IUZ-ND/2096552
U2201,SEC1110,dvk-mx8m-bsb:SEC1110,http://ww1.microchip.com/downloads/en/DeviceDoc/00001561C.pdf,,,,,,
U1601,SGTL5000,dvk-mx8m-bsb:SGTL5000XNLA3R2,https://www.nxp.com/docs/en/data-sheet/SGTL5000.pdf,NXP,SGTL5000XNLA3R2,568-13255-1-ND,https://www.digikey.com/product-detail/en/nxp-usa-inc/SGTL5000XNLA3R2/568-13255-1-ND/6576159,-,https://www.digikey.com/products/en/integrated-circuits-ics/interface-codecs/716?FV=ffe002cc&quantity=&ColumnSort=1000011&page=1&k=SGTL5000&pageSize=500
U203,TLV3201AIDBVR,dvk-mx8m-bsb:TLV3201AIDBVR,http://www.ti.com/lit/ds/symlink/tlv3201.pdf,Texas Instruments,TLV3201AIDBVR,TLV3201AIDBVR,https://store.ti.com/TLV3201AIDBVR.aspx,-,https://octopart.com/search?q=TLV3201AIDBVR&start=0
U1302,TXB0101,dvk-mx8m-bsb:TXB0101DCKR,http://www.ti.com/lit/ds/symlink/txb0101.pdf,Texas Instruments,TXB0101DCKR,TXB0101DCKR,https://www.rocelec.com/part/textistxb0101dckr,-,http://www.digipart.com/part/TXB0101DCKR
U2001,VCNL4040,dvk-mx8m-bsb:VCNL4040,http://www.vishay.com/docs/84274/vcnl4040.pdf,Vishay,VCNL4040M3OE-H5,VCNL4040M3OE-H5,EBV,-,https://octopart.com/search?q=VCNL4040&start=0
Y901,12MHz,dvk-mx8m-bsb:Crystal_12MHz,http://www.ecsxtal.com/store/pdf/ECX-2236.pdf,ECS,ECS-120-12-36-AGN-TR,ECS-120-12-36-AGN-TR,https://www.arrow.com/en/products/ecs-120-12-36-agn-tr/ecs-international,25ppm,https://www.digikey.com/products/en/crystals-oscillators-resonators/crystals/171?k=&pkeyword=&pv69=3&FV=1f140000%2Cmu12MHz%7C2150%2Cffe000ab%2C8c0001%2C8c0010%2C8c0005%2C8c0008&quantity=0&ColumnSort=1000011&page=1&pageSize=500
Y1701,25MHz,dvk-mx8m-bsb:Crystal_25MHz,https://www.ctscorp.com/wp-content/uploads/403.pdf,CTS-Frequency Controls,403C35D25M00000,403C35D25M00000,https://www.arrow.com/en/products/403c35d25m00000/cts,-,https://octopart.com/search?q=403C35D25M00000&start=0
